YEAR_MONTH,COMPANY_CODE_DESC,CUSTOMER,DIVISION_NAME,SALES,COGS,GROSS_PROFIT,OPERATING_EXPENSE,OPERATING_INCOME,NPAT,EBITDA
2022-02-01,STORE ALL PRO,3000014429,Package Warehouse,114.3,123.4,-9.1,27.1,-36.2,-36.7,-25.9
2022-02-01,STORE ALL PRO,3000019697,Package Warehouse,7.5,3.1,4.4,1.8,2.6,2.7,2.7
2022-02-01,STORE ALL PRO,3000021807,Package Warehouse,84,76.8,7.3,19.9,-12.7,-12.5,-6.8
2022-07-01,STORE ALL PRO,3000015942,Package Warehouse,404.4,310.3,94.1,59.8,34.3,90.8,60.8
2022-08-01,STORE ALL PRO,3000015942,Package Warehouse,417.7,320.1,97.6,68.9,28.7,56.9,44.5
2022-06-01,STORE ALL PRO,3000015942,Package Warehouse,401.5,306.7,94.8,64.4,30.4,17.5,40.9
2022-05-01,STORE ALL PRO,3000015942,Package Warehouse,401.4,265.5,135.9,71.2,64.7,52.8,76.8
2022-03-01,STORE ALL PRO,3000015942,Package Warehouse,401.8,281.9,119.9,81.8,38.1,46.1,52.5
2022-04-01,STORE ALL PRO,3000015942,Package Warehouse,409.7,303.2,106.5,82.3,24.3,78.4,35.2
2022-01-01,STORE ALL PRO,3000015942,Package Warehouse,390.6,274.3,116.3,102,14.3,297.9,29.2
2022-02-01,STORE ALL PRO,3000015942,Package Warehouse,407.7,298.3,109.4,96.6,12.8,16.1,26
2022-07-01,STORE ALL PRO,3000020580,Package Warehouse,469.9,264.7,205.2,67.9,137.3,240.6,168.7
2022-07-01,STORE ALL PRO,3000002162,Package Warehouse,88.8,102.4,-13.6,37.4,-51,-50.8,-37.2
2022-08-01,STORE ALL PRO,3000020580,Package Warehouse,433.6,247.9,185.7,71.5,114.2,181.8,142.4
2022-06-01,STORE ALL PRO,3000020580,Package Warehouse,450.2,263.5,186.7,72.2,114.5,90.7,127.8
2022-06-01,STORE ALL PRO,3000000733,Package Warehouse,50,0,50,8.2,41.7,35.2,42.5
2022-05-01,STORE ALL PRO,3000002162,Package Warehouse,164.3,148.2,16.1,29.2,-13.1,-14.3,-9.9
2022-05-01,STORE ALL PRO,3000020580,Package Warehouse,444.1,197.6,246.5,76.7,169.8,149,184.5
2022-03-01,STORE ALL PRO,3000020580,Package Warehouse,837.8,471.8,366,172.8,193.2,215.8,220.1
2022-04-01,STORE ALL PRO,3000020580,Package Warehouse,518.7,266.6,252.1,104.1,148,277,162.4
2022-01-01,STORE ALL PRO,3000020580,Package Warehouse,341.3,238.2,103.1,88.9,14.2,264.5,29.3
2022-02-01,STORE ALL PRO,3000020580,Package Warehouse,358.9,263,96,84.5,11.5,14.3,25.2
2022-07-01,STORE ALL PRO,3000000735,Package Warehouse,291.9,423.8,-131.9,42.2,-174.1,-226.9,-131.3
2022-08-01,STORE ALL PRO,3000000735,Package Warehouse,296.1,411.2,-115.1,48.9,-163.9,-203.2,-131.6
2022-06-01,STORE ALL PRO,3000000735,Package Warehouse,427.5,401.5,26,68,-42,-45.1,-8.4
2022-05-01,STORE ALL PRO,3000000735,Package Warehouse,290.6,311.7,-21.1,50.2,-71.3,-68.7,-38.7
2022-03-01,STORE ALL PRO,3000000735,Package Warehouse,498.3,456.3,42,101.5,-59.5,-55,-20.3
2022-04-01,STORE ALL PRO,3000000735,Package Warehouse,360.4,443.8,-83.5,72.3,-155.8,-201.1,-123.1
2022-01-01,STORE ALL PRO,3000000735,Package Warehouse,340.3,440.4,-100.1,88.6,-188.7,-433.9,-158.4
2022-02-01,STORE ALL PRO,3000000735,Package Warehouse,272.4,401.8,-129.5,64.5,-194,-199.2,-161.1
2022-08-01,STORE ALL PRO,3000002162,Package Warehouse,193.4,173.5,19.9,31.9,-12,2.2,0.1
2022-06-01,STORE ALL PRO,3000002162,Package Warehouse,80.6,62.4,18.1,12.9,5.2,2.8,6.4
2022-08-01,STORE ALL PRO,3000021485,Bulk Warehouse,131.3,115.6,15.7,28.9,-13.2,-2,-9.3
2022-01-01,STORE ALL PRO,3000021485,Bulk Warehouse,115.6,114.3,1.3,31.8,-30.5,-30.6,-27.4
2022-07-01,STORE ALL PRO,3000018793,Package Warehouse,12.3,9.8,2.5,3.4,-0.9,0.1,0.6
2022-07-01,STORE ALL PRO,3000020764,Package Warehouse,57.1,48.9,8.2,14,-5.8,-3.4,-0.5
2022-08-01,STORE ALL PRO,3000020764,Package Warehouse,60.5,30.8,29.7,15.6,14.1,13.4,17.7
2022-08-01,STORE ALL PRO,3000018793,Package Warehouse,14,11.7,2.4,3.4,-1.1,-0.8,1
2022-06-01,STORE ALL PRO,3000018793,Package Warehouse,14,9.5,4.4,3.9,0.5,-1.2,1.9
2022-06-01,STORE ALL PRO,3000020764,Package Warehouse,37.9,23.1,14.9,7,7.9,4.6,9.2
2022-06-01,STORE ALL PRO,3000005279,Package Warehouse,44.9,24.8,20.1,12.5,7.6,-0.4,11.1
2022-05-01,STORE ALL PRO,8000000015,Package Warehouse,3.3,5.7,-2.4,1.1,-3.4,-3.3,-3
2022-05-01,STORE ALL PRO,3000018793,Package Warehouse,9.7,12.8,-3.2,2.8,-6,-4.3,-5.2
2022-05-01,STORE ALL PRO,3000020764,Package Warehouse,50.7,42.1,8.5,17.3,-8.7,-6.7,-6.1
2022-05-01,STORE ALL PRO,3000005279,Package Warehouse,50.2,68.6,-18.3,14.9,-33.2,-23.2,-30.6
2022-03-01,STORE ALL PRO,3000020764,Package Warehouse,57.4,31.2,26.2,18.1,8,6,10.3
2022-03-01,STORE ALL PRO,3000005279,Package Warehouse,122.7,84.5,38.2,36.4,1.8,-7.4,8.4
2022-03-01,STORE ALL PRO,3000018793,Package Warehouse,16,10.2,5.7,4.7,1,-0.4,1.8
2022-03-01,STORE ALL PRO,3000002489,Package Warehouse,48.5,14.7,33.8,14.4,19.4,11.3,20.9
2022-03-01,STORE ALL PRO,8000000015,Package Warehouse,6.1,8.1,-1.9,1.9,-3.7,-4.2,-3.2
2022-03-01,STORE ALL PRO,8000000065,Package Warehouse,22.3,10.7,11.6,5.2,6.5,5,6.9
2022-04-01,STORE ALL PRO,3000018793,Package Warehouse,14.1,10.1,4,4.2,-0.2,-1,0.5
2022-04-01,STORE ALL PRO,3000002489,Package Warehouse,22.6,10,12.6,6.7,5.9,3.2,6.5
2022-04-01,STORE ALL PRO,3000020764,Package Warehouse,31.7,14.8,16.9,7.4,9.5,7.3,10.3
2022-04-01,STORE ALL PRO,3000005279,Package Warehouse,143.3,109.4,33.9,42.4,-8.5,-15.6,0
2022-01-01,STORE ALL PRO,3000006166,Package Warehouse,42.5,35,7.4,13.7,-6.2,-6.8,-3.6
2022-01-01,STORE ALL PRO,3000018793,Package Warehouse,15.4,9.6,5.9,5,0.9,0.5,1.8
2022-01-01,STORE ALL PRO,3000002489,Package Warehouse,15.9,23.9,-8,5.1,-13.1,-12.5,-11.7
2022-01-01,STORE ALL PRO,3000005279,Package Warehouse,34.2,27,7.2,11,-3.8,-4.3,-0.7
2022-01-01,STORE ALL PRO,3000020764,Package Warehouse,34.4,15.1,19.4,5.1,14.3,11.5,15.2
2022-01-01,STORE ALL PRO,8000000065,Package Warehouse,21.3,11,10.4,5.9,4.5,3.8,5
2022-02-01,STORE ALL PRO,3000018793,Package Warehouse,18.1,14.4,3.7,5.5,-1.8,-1.9,-0.7
2022-02-01,STORE ALL PRO,3000020764,Package Warehouse,21.8,13.2,8.7,8.4,0.3,0.2,1.5
2022-02-01,STORE ALL PRO,8000000065,Package Warehouse,21.3,10.9,10.4,5.7,4.6,4.2,5.2
2022-02-01,STORE ALL PRO,3000005279,Package Warehouse,86.7,42.7,44,26.5,17.5,16,21.8
2022-01-01,STORE ALL PRO,3000007550,Package Warehouse,513.7,495.7,18,142.3,-124.3,-130.5,-81.1
2022-07-01,STORE ALL PRO,3000016576,Package Warehouse,330.4,255.4,75,92.3,-17.3,13.4,8.7
2022-08-01,STORE ALL PRO,3000016576,Package Warehouse,442.4,277.7,164.6,108.1,56.6,54.7,86.3
2022-06-01,STORE ALL PRO,3000016576,Package Warehouse,330.4,251,79.4,91.7,-12.3,-43.3,-2
2022-05-01,STORE ALL PRO,3000016576,Package Warehouse,330.4,235.8,94.6,97.7,-3.2,-54.1,7.6
2022-03-01,STORE ALL PRO,3000016576,Package Warehouse,330.4,257.6,72.8,98,-25.2,-42.7,-15.7
2022-04-01,STORE ALL PRO,3000016576,Package Warehouse,330.4,277.2,53.2,97.7,-44.5,-55.8,-35.4
2022-01-01,STORE ALL PRO,3000016576,Package Warehouse,333.1,257,76,107.1,-31.1,-36.8,-20.1
2022-02-01,STORE ALL PRO,3000016576,Package Warehouse,330.4,255.4,74.9,101,-26.1,-28.6,-16
2022-07-01,STORE ALL PRO,3000006166,Package Warehouse,55.2,54,1.2,15.4,-14.2,-11.7,-6.5
2022-07-01,STORE ALL PRO,3000014566,Package Warehouse,3.2,2.1,1,0.9,0.1,0.5,0.5
2022-07-01,STORE ALL PRO,3000005279,Package Warehouse,29.5,24.4,5.1,8.2,-3.2,-0.8,1
2022-07-01,STORE ALL PRO,8000000065,Package Warehouse,5.2,3.1,2.1,1.5,0.7,1.4,1.1
2022-08-01,STORE ALL PRO,3000006166,Package Warehouse,81.1,52,29,19.8,9.2,9,18.5
2022-08-01,STORE ALL PRO,3000014566,Package Warehouse,3.6,2.4,1.2,0.9,0.4,0.3,0.7
2022-08-01,STORE ALL PRO,3000005279,Package Warehouse,8.6,5.1,3.5,2.1,1.4,1.3,2
2022-08-01,STORE ALL PRO,8000000065,Package Warehouse,5.2,2.9,2.3,1.3,1,1,1.4
2022-08-01,STORE ALL PRO,3000009456,Package Warehouse,6.5,9.3,-3,1.4,-4.4,-3.7,-3
2022-08-01,STORE ALL PRO,3000022787,Package Warehouse,3,0,3,0.7,2.3,2,2.5
2022-06-01,STORE ALL PRO,3000006166,Package Warehouse,64.5,44.3,20.2,17.9,2.3,-5.5,6.9
2022-06-01,STORE ALL PRO,8000000065,Package Warehouse,15.6,8.1,7.5,4.3,3.2,0.3,3.6
2022-06-01,STORE ALL PRO,3000014566,Package Warehouse,2.6,1.1,1.5,0.7,0.8,0.2,1
2022-05-01,STORE ALL PRO,3000006166,Package Warehouse,42.2,35.6,6.6,12.4,-5.8,-9.2,-3.1
2022-03-01,STORE ALL PRO,3000007550,Package Warehouse,559.2,486.1,73.1,134.5,-61.4,-88,-20
2022-03-01,STORE ALL PRO,3000006166,Package Warehouse,52,38.6,13.3,15.4,-2.1,-5.3,0.8
2022-04-01,STORE ALL PRO,3000006166,Package Warehouse,44.7,34.7,10.1,13.2,-3.2,-5.3,-1
2022-01-01,STORE ALL PRO,3000014566,Package Warehouse,0.7,0.2,0.4,0.2,0.2,0.2,0.3
2022-02-01,STORE ALL PRO,3000007550,Package Warehouse,629,523.8,105.1,167.2,-62.1,-71.7,-17
2022-02-01,STORE ALL PRO,3000006166,Package Warehouse,45.2,35.3,9.9,13.8,-3.9,-4.2,-1.3
2022-02-01,STORE ALL PRO,3000014566,Package Warehouse,5.2,0.7,4.5,1.6,2.9,2.8,3.1
2022-04-01,STORE ALL PRO,8000000015,Bulk Warehouse,0.2,0,0.2,0.1,0.1,0.1,0.1
2022-07-01,STORE ALL PRO,3000008124,Package Warehouse,419.5,317.7,101.8,70.4,31.4,27.6,51.2
2022-08-01,STORE ALL PRO,3000008124,Package Warehouse,438,324.8,113.2,90.6,22.7,31.6,46.2
2022-06-01,STORE ALL PRO,3000008124,Package Warehouse,462.5,353.8,108.7,103.7,5,-9.7,15.2
2022-05-01,STORE ALL PRO,3000008124,Package Warehouse,448.1,346.3,101.8,80.8,21,-11.9,29.2
2022-03-01,STORE ALL PRO,3000008124,Package Warehouse,442.6,355,87.6,90.5,-2.9,-20,5.3
2022-04-01,STORE ALL PRO,3000008124,Package Warehouse,436.6,388.6,48,89.7,-41.8,-63.7,-34.3
2022-01-01,STORE ALL PRO,3000008124,Package Warehouse,418.6,405,13.6,102.4,-88.8,-91.9,-79.1
2022-02-01,STORE ALL PRO,3000008124,Package Warehouse,445.8,387.7,58.1,107.2,-49.1,-57.7,-38.8
2022-03-01,STORE ALL PRO,3000002046,Package Warehouse,15.9,12,3.9,3.2,0.7,0.1,1.5
2022-03-01,STORE ALL PRO,3000001607,Package Warehouse,0.8,7.5,-6.7,0.2,-6.9,-6.9,-6.6
2022-01-01,STORE ALL PRO,3000001607,Package Warehouse,37.7,18.9,18.7,9.2,9.5,9.2,10.4
2022-02-01,STORE ALL PRO,3000001607,Package Warehouse,38.2,26.9,11.3,9.2,2.1,1.4,3.2
2022-07-01,STORE ALL PRO,3000001618,Package Warehouse,140.1,114.3,25.8,23.6,2.3,0.6,11.4
2022-07-01,STORE ALL PRO,3000007677,Package Warehouse,20.7,19.4,1.2,3.5,-2.3,-2.3,-0.1
2022-07-01,STORE ALL PRO,3000007728,Package Warehouse,9.5,8.1,1.4,1.6,-0.2,-0.3,0.6
2022-08-01,STORE ALL PRO,3000007677,Package Warehouse,25.1,17.7,7.4,5.2,2.2,2.8,4.6
2022-08-01,STORE ALL PRO,3000001618,Package Warehouse,147.2,121.2,26,30.3,-4.4,-1.4,6.6
2022-08-01,STORE ALL PRO,3000007728,Package Warehouse,10.4,5.5,4.9,2.1,2.8,3,3.5
2022-06-01,STORE ALL PRO,3000007677,Package Warehouse,29.2,24.7,4.4,6.5,-2.1,-3,0
2022-06-01,STORE ALL PRO,3000001618,Package Warehouse,134.4,118.4,16,30.1,-14.1,-18.4,-8.6
2022-06-01,STORE ALL PRO,3000007728,Package Warehouse,9.7,5.4,4.3,2.2,2.2,1.8,2.5
2022-05-01,STORE ALL PRO,3000007677,Package Warehouse,17.6,16,1.5,3.1,-1.6,-2.9,-0.3
2022-05-01,STORE ALL PRO,3000001618,Package Warehouse,130.9,114.6,16.3,23.6,-7.3,-16.9,-2.2
2022-05-01,STORE ALL PRO,3000007728,Package Warehouse,7.8,6.9,0.9,1.4,-0.5,-1.1,-0.1
2022-03-01,STORE ALL PRO,3000007728,Package Warehouse,6.7,3.4,3.3,1.4,1.9,1.7,2.2
2022-03-01,STORE ALL PRO,3000007677,Package Warehouse,19.2,11.9,7.3,3.9,3.4,2.6,4.4
2022-03-01,STORE ALL PRO,3000001618,Package Warehouse,130.6,81.2,49.4,26.7,22.7,17.7,26.9
2022-04-01,STORE ALL PRO,3000007677,Package Warehouse,24.3,12,12.3,5,7.3,6.1,8.4
2022-04-01,STORE ALL PRO,3000001618,Package Warehouse,130.4,91.5,38.9,26.8,12.1,5.6,15.8
2022-04-01,STORE ALL PRO,3000007728,Package Warehouse,7.4,4.1,3.3,1.5,1.8,1.4,2
2022-01-01,STORE ALL PRO,3000007677,Package Warehouse,21.4,24.6,-3.1,5.2,-8.4,-8.5,-6.2
2022-01-01,STORE ALL PRO,3000001618,Package Warehouse,121.9,107.1,14.8,29.8,-15,-15.9,-9.1
2022-01-01,STORE ALL PRO,3000007728,Package Warehouse,7.4,6.1,1.3,1.8,-0.5,-0.6,-0.1
2022-01-01,STORE ALL PRO,3000005394,Package Warehouse,13,9,4,3.2,0.8,0.7,1.5
2022-02-01,STORE ALL PRO,3000007677,Package Warehouse,18.4,21.8,-3.4,4.4,-7.8,-8.2,-5.9
2022-02-01,STORE ALL PRO,3000001618,Package Warehouse,150.1,146.6,3.6,36.1,-32.6,-35.5,-25.7
2022-02-01,STORE ALL PRO,3000007728,Package Warehouse,8.1,7.2,0.8,1.9,-1.1,-1.3,-0.5
2022-07-01,STORE ALL PRO,3000005193,Package Warehouse,900.3,724.1,176.2,149.2,27,4.6,149.3
2022-08-01,STORE ALL PRO,3000005193,Package Warehouse,879,733.6,145.5,181.8,-36.3,-18.5,90.5
2022-06-01,STORE ALL PRO,3000005193,Package Warehouse,866.5,708.5,158,193.9,-35.9,-63.4,64.4
2022-05-01,STORE ALL PRO,3000005193,Package Warehouse,895.7,591.3,304.4,157.7,146.6,82.4,244.2
2022-03-01,STORE ALL PRO,3000005193,Package Warehouse,1091.8,944.2,147.6,223.1,-75.5,-117.6,25.6
2022-04-01,STORE ALL PRO,3000005193,Package Warehouse,917.3,738.7,178.6,188.6,-10,-56.2,87.2
2022-01-01,STORE ALL PRO,3000005193,Package Warehouse,1158.1,936.7,221.5,283.2,-61.7,-70.4,46.2
2022-02-01,STORE ALL PRO,3000002046,Package Warehouse,4.3,3.8,0.5,1,-0.6,-0.6,-0.3
2022-02-01,STORE ALL PRO,3000005193,Package Warehouse,1102.5,835.2,267.3,265.1,2.1,-19.2,108.4
2022-07-01,STORE ALL PRO,3000012293,Package Warehouse,16.5,10.1,6.4,3,3.4,3.1,4.1
2022-07-01,STORE ALL PRO,3000009257,Package Warehouse,46.6,35.3,11.3,8.4,2.9,2.5,4.6
2022-07-01,STORE ALL PRO,3000019640,Package Warehouse,7.9,6.2,1.6,1.4,0.2,-0.1,0.5
2022-08-01,STORE ALL PRO,3000012293,Package Warehouse,26.2,14.3,11.9,7.2,4.7,4.8,6.2
2022-08-01,STORE ALL PRO,3000009257,Package Warehouse,47.7,28.9,18.8,13.1,5.6,5.9,7.9
2022-08-01,STORE ALL PRO,3000019640,Package Warehouse,6.6,3.5,3.1,1.8,1.3,1.2,1.6
2022-06-01,STORE ALL PRO,3000019640,Package Warehouse,7.5,4.1,3.3,1,2.3,1.1,2.4
2022-06-01,STORE ALL PRO,3000012293,Package Warehouse,23.4,10.5,12.9,3.2,9.7,7.4,10.1
2022-06-01,STORE ALL PRO,3000009257,Package Warehouse,46.4,27.4,19,6.4,12.7,9.3,13.4
2022-05-01,STORE ALL PRO,3000012293,Package Warehouse,32.4,15.6,16.8,11.6,5.2,3.3,6.3
2022-05-01,STORE ALL PRO,3000009257,Package Warehouse,42.7,24.9,17.8,15,2.8,0.9,4.2
2022-05-01,STORE ALL PRO,3000019640,Package Warehouse,6.2,3.7,2.5,2.2,0.3,-0.3,0.5
2022-03-01,STORE ALL PRO,3000012293,Package Warehouse,35.9,19,16.9,11.5,5.4,4.6,6.8
2022-03-01,STORE ALL PRO,3000009257,Package Warehouse,37.4,25,12.4,12.2,0.2,-0.4,1.3
2022-03-01,STORE ALL PRO,3000019640,Package Warehouse,9,9.2,-0.2,2.9,-3.1,-3.5,-2.8
2022-03-01,STORE ALL PRO,3000022062,Package Warehouse,1.5,0,1.5,0.5,1,0.9,1.1
2022-04-01,STORE ALL PRO,3000012293,Package Warehouse,25.6,11,14.6,5.4,9.2,7.6,9.6
2022-04-01,STORE ALL PRO,3000009257,Package Warehouse,45.1,29.8,15.3,9.5,5.8,4.1,6.5
2022-04-01,STORE ALL PRO,3000019640,Package Warehouse,7.9,8.7,-0.8,1.7,-2.5,-3.2,-2.3
2022-04-01,STORE ALL PRO,3000022062,Package Warehouse,0.6,0.2,0.4,0.1,0.3,0.2,0.3
2022-01-01,STORE ALL PRO,3000012293,Package Warehouse,24.5,9.8,14.7,2.9,11.8,9.6,12.1
2022-01-01,STORE ALL PRO,3000009257,Package Warehouse,46.1,29.7,16.4,5.4,11,8.6,11.6
2022-01-01,STORE ALL PRO,3000019640,Package Warehouse,7.8,5.6,2.1,0.9,1.2,0.3,1.3
2022-01-01,STORE ALL PRO,3000004465,Package Warehouse,14.1,8.5,5.6,1.7,3.9,3.1,4.1
2022-02-01,STORE ALL PRO,3000019640,Package Warehouse,8.1,7.4,0.7,3.3,-2.6,-2.7,-2.3
2022-02-01,STORE ALL PRO,3000004465,Package Warehouse,12.6,6.9,5.7,5.2,0.5,0.5,0.9
2022-02-01,STORE ALL PRO,3000012293,Package Warehouse,28.3,19.2,9.1,11.6,-2.5,-2.6,-1.1
2022-02-01,STORE ALL PRO,3000009257,Package Warehouse,42.3,26.8,15.6,17.3,-1.8,-2,-0.3
2022-02-01,STORE ALL PRO,3000021925,Package Warehouse,2.4,0.8,1.5,1,0.6,0.5,0.7
2022-06-01,RUNFAST GO,3000007662,Non Bulk Transport & Rental,118,89.3,28.7,16.6,12.1,8.9,14.4
2022-05-01,RUNFAST GO,3000018601,Non Bulk Transport & Rental,65.5,20,45.6,12,33.6,28.3,35.1
2022-07-01,RUNFAST GO,3000002475,Export Import,3.4,2.9,0.4,0.6,-0.1,-0.3,-0.1
2022-07-01,RUNFAST GO,3000016614,Export Import,2.1,0.2,1.9,0.3,1.6,1.5,1.7
2022-07-01,RUNFAST GO,3000020382,Export Import,7.9,7.1,0.8,1.3,-0.6,-0.8,-0.4
2022-07-01,RUNFAST GO,3000020646,Export Import,6.7,5.8,0.9,1.1,-0.2,-0.4,-0.1
2022-07-01,RUNFAST GO,3000016783,Export Import,0.4,0,0.4,0.1,0.3,0.2,0.3
2022-07-01,RUNFAST GO,3000007857,Export Import,3.7,3.3,0.4,0.6,-0.2,-0.3,-0.2
2022-07-01,RUNFAST GO,3000022579,Export Import,3.3,2.9,0.4,0.6,-0.1,-0.2,0
2022-07-01,RUNFAST GO,3000007275,Export Import,2,0.2,1.8,0.3,1.4,-0.4,1.5
2022-07-01,RUNFAST GO,3000021298,Export Import,1.4,0.2,1.3,0.2,1,0.9,1.1
2022-08-01,RUNFAST GO,3000007275,Export Import,2.6,0.2,2.5,0.3,2.2,2.1,2.2
2022-08-01,RUNFAST GO,3000019953,Export Import,3.3,2.7,0.6,0.3,0.3,0.2,0.3
2022-08-01,RUNFAST GO,3000002009,Export Import,1.3,0.1,1.2,0.1,1.1,1,1.1
2022-08-01,RUNFAST GO,3000005129,Export Import,1,0.1,0.9,0.1,0.8,0.8,0.8
2022-08-01,RUNFAST GO,3000002475,Export Import,3.3,2.7,0.6,0.3,0.3,0.2,0.3
2022-08-01,RUNFAST GO,3000020382,Export Import,4,3.4,0.6,0.4,0.2,0.1,0.2
2022-08-01,RUNFAST GO,3000007358,Export Import,0.7,0,0.7,0.1,0.6,0.6,0.6
2022-08-01,RUNFAST GO,3000002542,Export Import,2.6,1.9,0.6,0.3,0.4,0.3,0.4
2022-08-01,RUNFAST GO,3000022579,Export Import,3.8,3.3,0.6,0.4,0.2,0.1,0.2
2022-08-01,RUNFAST GO,3000016783,Export Import,0.4,0,0.4,0,0.3,0.3,0.3
2022-08-01,RUNFAST GO,3000020988,Export Import,3.6,3,0.6,0.4,0.2,0.1,0.3
2022-06-01,RUNFAST GO,3000020382,Export Import,7.9,6.9,1,0.9,0,-0.2,0.1
2022-06-01,RUNFAST GO,3000016783,Export Import,0.3,0,0.2,0,0.2,0.2,0.2
2022-06-01,RUNFAST GO,3000022518,Export Import,2.5,1.9,0.6,0.3,0.3,0.3,0.3
2022-06-01,RUNFAST GO,3000007275,Export Import,2.4,0.2,2.3,0.3,2,1.2,2
2022-06-01,RUNFAST GO,3000002475,Export Import,2.5,1.9,0.6,0.3,0.3,0.2,0.3
2022-06-01,RUNFAST GO,3000000614,Export Import,2.4,1.8,0.6,0.3,0.3,0.2,0.4
2022-06-01,RUNFAST GO,3000018099,Export Import,0.5,0,0.5,0.1,0.4,0.4,0.4
2022-05-01,RUNFAST GO,3000002475,Export Import,2.6,1.9,0.7,0.2,0.5,0.3,0.5
2022-05-01,RUNFAST GO,3000020382,Export Import,7.8,6.5,1.2,0.6,0.7,0.3,0.7
2022-05-01,RUNFAST GO,3000021298,Export Import,0.6,0,0.6,0,0.5,0.5,0.5
2022-05-01,RUNFAST GO,3000001270,Export Import,0.8,0,0.8,0.1,0.7,-0.2,0.7
2022-05-01,RUNFAST GO,3000016783,Export Import,0.3,0,0.3,0,0.3,0.2,0.3
2022-03-01,RUNFAST GO,3000004415,Export Import,5.9,5.2,0.7,0.1,0.6,0.6,0.6
2022-03-01,RUNFAST GO,3000021996,Export Import,1.9,0,1.9,0,1.9,2,1.9
2022-03-01,RUNFAST GO,3000021999,Export Import,3.9,3.2,0.8,0.1,0.7,0.7,0.7
2022-03-01,RUNFAST GO,3000016783,Export Import,0.1,0,0.1,0,0.1,0.2,0.1
2022-03-01,RUNFAST GO,3000002542,Export Import,2.5,1.7,0.8,0,0.7,0.8,0.7
2022-03-01,RUNFAST GO,3000002475,Export Import,5.1,4.4,0.7,0.1,0.7,0.8,0.7
2022-03-01,RUNFAST GO,3000000614,Export Import,2.7,1.6,1.1,0,1,1.1,1
2022-03-01,RUNFAST GO,3000020382,Export Import,7.8,6.1,1.7,0.1,1.6,1.7,1.6
2022-03-01,RUNFAST GO,3000002443,Export Import,55.1,54.1,1,0.9,0.1,-0.4,0.2
2022-03-01,RUNFAST GO,3000002026,Export Import,2.4,1.6,0.8,0,0.7,0.8,0.7
2022-03-01,RUNFAST GO,3000016614,Export Import,3.5,0.2,3.3,0.3,2.9,3,3
2022-04-01,RUNFAST GO,3000002009,Export Import,1.3,0.1,1.2,0.1,1.1,1,1.1
2022-04-01,RUNFAST GO,3000002475,Export Import,3.1,2.5,0.6,0.3,0.3,0.2,0.4
2022-04-01,RUNFAST GO,3000004415,Export Import,5.9,5.5,0.5,0.5,-0.1,-0.2,0
2022-04-01,RUNFAST GO,3000016783,Export Import,0.4,0,0.4,0,0.3,0.3,0.3
2022-01-01,RUNFAST GO,3000005129,Export Import,1,0.1,0.9,0.1,0.9,0.3,0.9
2022-01-01,RUNFAST GO,3000020382,Export Import,3.5,2.9,0.6,0.3,0.4,0.1,0.4
2022-01-01,RUNFAST GO,3000021802,Export Import,1.1,0.1,1,0.1,1,0.4,1
2022-01-01,RUNFAST GO,3000016783,Export Import,0.7,0,0.7,0.1,0.6,0.2,0.6
2022-02-01,RUNFAST GO,3000007275,Export Import,1.6,0,1.5,0.1,1.5,1.4,1.5
2022-02-01,RUNFAST GO,3000020382,Export Import,6.9,5.3,1.6,0.3,1.4,1.2,1.4
2022-02-01,RUNFAST GO,3000000614,Export Import,2.7,1.7,1,0.1,0.9,0.9,0.9
2022-07-01,RUNFAST GO,3000000709,Non Bulk Transport & Rental,186.6,88.6,98.1,27.9,70.2,47,82.2
2022-07-01,RUNFAST GO,3000001084,Non Bulk Transport & Rental,291.1,310.4,-19.3,43.6,-62.9,-98.4,-37.2
2022-07-01,RUNFAST GO,3000018702,Non Bulk Transport & Rental,140.7,132,8.8,21.1,-12.3,-13.2,-9.6
2022-07-01,RUNFAST GO,3000019899,Non Bulk Transport & Rental,2.2,2.8,-0.5,0.3,-0.9,-2.1,0.6
2022-07-01,RUNFAST GO,3000006108,Non Bulk Transport & Rental,127.9,101,26.9,19.3,7.7,-19.9,58.3
2022-07-01,RUNFAST GO,3000021125,Non Bulk Transport & Rental,29.1,20.4,8.7,4.4,4.3,1.5,10.9
2022-08-01,RUNFAST GO,3000000709,Non Bulk Transport & Rental,186.6,73.9,112.7,25.2,87.5,82.8,99.1
2022-08-01,RUNFAST GO,3000018702,Non Bulk Transport & Rental,149.2,134.9,14.3,20.3,-6,-9.2,-3.4
2022-08-01,RUNFAST GO,3000021125,Non Bulk Transport & Rental,34.2,23.3,10.9,4.6,6.2,5.4,14.8
2022-08-01,RUNFAST GO,3000006108,Non Bulk Transport & Rental,128.1,87.5,40.6,17.3,23.3,-3.1,73.5
2022-08-01,RUNFAST GO,3000001084,Non Bulk Transport & Rental,291.1,290.6,0.5,39.3,-38.8,-46,-13.7
2022-06-01,RUNFAST GO,3000018702,Non Bulk Transport & Rental,131.7,119,12.7,18.6,-5.9,-7.8,-3.6
2022-06-01,RUNFAST GO,3000021125,Non Bulk Transport & Rental,28.6,20.7,7.9,4,3.9,2.4,12.5
2022-06-01,RUNFAST GO,3000001084,Non Bulk Transport & Rental,308.7,298.1,10.6,44.7,-34.1,-52.2,-8.6
2022-06-01,RUNFAST GO,3000019899,Non Bulk Transport & Rental,11.2,3.9,7.3,1.6,5.8,5,7.4
